avg_score,score_var,num_dests,avg_routes,num_turns,train_turns,build_turns,dest_turns,path_changes,clutter,route_ints,city_cov
75.6,195.44,36,4.333333333333333,199,0.6432160804020101,0.3417085427135678,0.01507537688442211,15.6,12.444444444444445,3.641025641025641,0.011859313799784733
55.8,282.56,36,4.333333333333333,188,0.6436170212765957,0.35638297872340424,0.0,2.2,12.444444444444445,3.641025641025641,0.011859313799784733
77.4,948.6399999999998,36,4.333333333333333,192,0.6510416666666666,0.34375,0.005208333333333333,7.6,12.444444444444445,3.641025641025641,0.011859313799784733
79.4,249.04000000000002,36,4.333333333333333,192,0.6458333333333334,0.3489583333333333,0.005208333333333333,7.6,12.444444444444445,3.641025641025641,0.011859313799784733
66.6,508.2399999999999,36,4.333333333333333,192,0.640625,0.3489583333333333,0.010416666666666666,12.4,12.444444444444445,3.641025641025641,0.011859313799784733
69.0,1797.2,36,4.333333333333333,193,0.6373056994818653,0.35233160621761656,0.010362694300518135,15.2,12.444444444444445,3.641025641025641,0.011859313799784733
87.4,62.239999999999995,36,4.333333333333333,208,0.6394230769230769,0.35096153846153844,0.009615384615384616,11.8,12.444444444444445,3.641025641025641,0.011859313799784733
81.2,313.76,36,4.333333333333333,193,0.6476683937823834,0.33678756476683935,0.015544041450777202,12.4,12.444444444444445,3.641025641025641,0.011859313799784733
50.0,612.4,36,4.333333333333333,196,0.6377551020408163,0.3469387755102041,0.015306122448979591,23.8,12.444444444444445,3.641025641025641,0.011859313799784733
79.0,85.2,36,4.333333333333333,197,0.649746192893401,0.3350253807106599,0.015228426395939087,15.2,12.444444444444445,3.641025641025641,0.011859313799784733
69.2,299.76,36,4.333333333333333,191,0.6335078534031413,0.35602094240837695,0.010471204188481676,7.8,12.444444444444445,3.641025641025641,0.011859313799784733
69.0,211.6,36,4.333333333333333,196,0.6428571428571429,0.3469387755102041,0.01020408163265306,10.8,12.444444444444445,3.641025641025641,0.011859313799784733
57.4,303.44,36,4.333333333333333,188,0.6436170212765957,0.34574468085106386,0.010638297872340425,7.6,12.444444444444445,3.641025641025641,0.011859313799784733
66.2,622.9599999999999,36,4.333333333333333,196,0.6530612244897959,0.33163265306122447,0.015306122448979591,3.6,12.444444444444445,3.641025641025641,0.011859313799784733
67.6,177.04000000000002,36,4.333333333333333,199,0.6381909547738693,0.3417085427135678,0.020100502512562814,11.6,12.444444444444445,3.641025641025641,0.011859313799784733
71.8,398.55999999999995,36,4.333333333333333,189,0.6613756613756614,0.328042328042328,0.010582010582010581,11.2,12.444444444444445,3.641025641025641,0.011859313799784733
57.0,372.8,36,4.333333333333333,196,0.6428571428571429,0.3520408163265306,0.00510204081632653,24.8,12.444444444444445,3.641025641025641,0.011859313799784733
71.2,321.36,36,4.333333333333333,197,0.6395939086294417,0.3401015228426396,0.02030456852791878,9.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.8,544.16,36,4.333333333333333,188,0.648936170212766,0.3404255319148936,0.010638297872340425,10.6,12.444444444444445,3.641025641025641,0.011859313799784733
68.0,372.0,36,4.333333333333333,190,0.6473684210526316,0.34210526315789475,0.010526315789473684,20.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.2,206.16,36,4.333333333333333,190,0.6473684210526316,0.3368421052631579,0.015789473684210527,12.4,12.444444444444445,3.641025641025641,0.011859313799784733
71.8,501.76000000000005,36,4.333333333333333,192,0.6614583333333334,0.3333333333333333,0.005208333333333333,18.4,12.444444444444445,3.641025641025641,0.011859313799784733
65.0,385.2,36,4.333333333333333,192,0.6458333333333334,0.34375,0.010416666666666666,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
70.0,209.2,36,4.333333333333333,195,0.6410256410256411,0.3487179487179487,0.010256410256410256,11.6,12.444444444444445,3.641025641025641,0.011859313799784733
75.0,218.8,36,4.333333333333333,189,0.6402116402116402,0.3439153439153439,0.015873015873015872,13.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.2,719.7599999999999,36,4.333333333333333,191,0.6335078534031413,0.34554973821989526,0.020942408376963352,9.8,12.444444444444445,3.641025641025641,0.011859313799784733
64.0,156.0,36,4.333333333333333,193,0.6424870466321243,0.35233160621761656,0.0051813471502590676,11.6,12.444444444444445,3.641025641025641,0.011859313799784733
64.0,122.8,36,4.333333333333333,187,0.6363636363636364,0.34759358288770054,0.016042780748663103,12.2,12.444444444444445,3.641025641025641,0.011859313799784733
76.6,203.84,36,4.333333333333333,201,0.6467661691542289,0.3383084577114428,0.014925373134328358,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
70.8,83.76000000000002,36,4.333333333333333,183,0.6557377049180327,0.3333333333333333,0.01092896174863388,2.6,12.444444444444445,3.641025641025641,0.011859313799784733
61.2,1248.96,36,4.333333333333333,179,0.6424581005586593,0.35195530726256985,0.00558659217877095,9.6,12.444444444444445,3.641025641025641,0.011859313799784733
68.0,569.6,36,4.333333333333333,187,0.6417112299465241,0.3422459893048128,0.016042780748663103,8.0,12.444444444444445,3.641025641025641,0.011859313799784733
75.6,80.24000000000001,36,4.333333333333333,187,0.6310160427807486,0.35294117647058826,0.016042780748663103,2.6,12.444444444444445,3.641025641025641,0.011859313799784733
82.4,281.84,36,4.333333333333333,192,0.640625,0.34375,0.015625,9.0,12.444444444444445,3.641025641025641,0.011859313799784733
62.4,691.84,36,4.333333333333333,190,0.6368421052631579,0.3473684210526316,0.015789473684210527,6.4,12.444444444444445,3.641025641025641,0.011859313799784733
65.4,508.64,36,4.333333333333333,190,0.6421052631578947,0.3473684210526316,0.010526315789473684,15.2,12.444444444444445,3.641025641025641,0.011859313799784733
85.8,221.76,36,4.333333333333333,202,0.6386138613861386,0.3465346534653465,0.01485148514851485,7.4,12.444444444444445,3.641025641025641,0.011859313799784733
64.6,129.04,36,4.333333333333333,188,0.6436170212765957,0.35106382978723405,0.005319148936170213,7.4,12.444444444444445,3.641025641025641,0.011859313799784733
65.0,116.4,36,4.333333333333333,195,0.6307692307692307,0.3384615384615385,0.03076923076923077,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
72.6,182.24,36,4.333333333333333,191,0.6596858638743456,0.33507853403141363,0.005235602094240838,18.2,12.444444444444445,3.641025641025641,0.011859313799784733
79.2,190.16,36,4.333333333333333,205,0.6390243902439025,0.34146341463414637,0.01951219512195122,17.2,12.444444444444445,3.641025641025641,0.011859313799784733
63.8,662.5600000000001,36,4.333333333333333,200,0.645,0.34,0.015,24.0,12.444444444444445,3.641025641025641,0.011859313799784733
85.4,122.63999999999999,36,4.333333333333333,203,0.6551724137931034,0.33497536945812806,0.009852216748768473,19.8,12.444444444444445,3.641025641025641,0.011859313799784733
69.2,41.36,36,4.333333333333333,209,0.6363636363636364,0.35406698564593303,0.009569377990430622,10.2,12.444444444444445,3.641025641025641,0.011859313799784733
73.2,374.15999999999997,36,4.333333333333333,189,0.656084656084656,0.3439153439153439,0.0,6.2,12.444444444444445,3.641025641025641,0.011859313799784733
72.4,404.24,36,4.333333333333333,198,0.6515151515151515,0.3383838383838384,0.010101010101010102,12.8,12.444444444444445,3.641025641025641,0.011859313799784733
69.4,233.04000000000002,36,4.333333333333333,196,0.6479591836734694,0.34183673469387754,0.01020408163265306,4.8,12.444444444444445,3.641025641025641,0.011859313799784733
70.6,186.64000000000001,36,4.333333333333333,188,0.6542553191489362,0.3404255319148936,0.005319148936170213,9.6,12.444444444444445,3.641025641025641,0.011859313799784733
70.8,446.96000000000004,36,4.333333333333333,198,0.6464646464646465,0.3434343434343434,0.010101010101010102,11.0,12.444444444444445,3.641025641025641,0.011859313799784733
74.6,247.44,36,4.333333333333333,201,0.6467661691542289,0.3383084577114428,0.014925373134328358,10.0,12.444444444444445,3.641025641025641,0.011859313799784733
62.2,402.16,36,4.333333333333333,210,0.6428571428571429,0.34285714285714286,0.014285714285714285,17.6,12.444444444444445,3.641025641025641,0.011859313799784733
81.6,657.0400000000001,36,4.333333333333333,203,0.6354679802955665,0.3497536945812808,0.014778325123152709,2.0,12.444444444444445,3.641025641025641,0.011859313799784733
67.4,251.84,36,4.333333333333333,201,0.6368159203980099,0.3482587064676617,0.014925373134328358,19.6,12.444444444444445,3.641025641025641,0.011859313799784733
88.6,282.64,36,4.333333333333333,202,0.6435643564356436,0.3415841584158416,0.01485148514851485,9.2,12.444444444444445,3.641025641025641,0.011859313799784733
70.6,350.24,36,4.333333333333333,200,0.64,0.34,0.02,12.8,12.444444444444445,3.641025641025641,0.011859313799784733
74.4,389.84,36,4.333333333333333,183,0.6502732240437158,0.34972677595628415,0.0,2.2,12.444444444444445,3.641025641025641,0.011859313799784733
86.4,257.84000000000003,36,4.333333333333333,200,0.64,0.34,0.02,10.4,12.444444444444445,3.641025641025641,0.011859313799784733
75.8,320.56,36,4.333333333333333,194,0.6494845360824743,0.34536082474226804,0.005154639175257732,6.4,12.444444444444445,3.641025641025641,0.011859313799784733
42.8,348.56000000000006,36,4.333333333333333,187,0.6363636363636364,0.35294117647058826,0.0106951871657754,17.0,12.444444444444445,3.641025641025641,0.011859313799784733
66.8,119.36000000000001,36,4.333333333333333,195,0.6461538461538462,0.3384615384615385,0.015384615384615385,20.0,12.444444444444445,3.641025641025641,0.011859313799784733
65.6,753.04,36,4.333333333333333,201,0.6368159203980099,0.3482587064676617,0.014925373134328358,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
83.8,637.3599999999999,36,4.333333333333333,201,0.6467661691542289,0.3383084577114428,0.014925373134328358,6.8,12.444444444444445,3.641025641025641,0.011859313799784733
64.4,1513.84,36,4.333333333333333,197,0.6446700507614214,0.34517766497461927,0.01015228426395939,13.0,12.444444444444445,3.641025641025641,0.011859313799784733
68.8,642.1600000000001,36,4.333333333333333,205,0.6487804878048781,0.33658536585365856,0.014634146341463415,16.8,12.444444444444445,3.641025641025641,0.011859313799784733
81.2,580.96,36,4.333333333333333,198,0.6363636363636364,0.3484848484848485,0.015151515151515152,10.0,12.444444444444445,3.641025641025641,0.011859313799784733
73.2,260.16,36,4.333333333333333,208,0.6442307692307693,0.33653846153846156,0.019230769230769232,16.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.0,1067.2,36,4.333333333333333,204,0.6323529411764706,0.35294117647058826,0.014705882352941176,18.8,12.444444444444445,3.641025641025641,0.011859313799784733
71.6,597.4399999999999,36,4.333333333333333,192,0.640625,0.3333333333333333,0.026041666666666668,8.6,12.444444444444445,3.641025641025641,0.011859313799784733
61.8,174.16000000000003,36,4.333333333333333,190,0.6368421052631579,0.35789473684210527,0.005263157894736842,17.6,12.444444444444445,3.641025641025641,0.011859313799784733
79.4,224.63999999999996,36,4.333333333333333,195,0.6461538461538462,0.3384615384615385,0.015384615384615385,7.6,12.444444444444445,3.641025641025641,0.011859313799784733
68.4,236.24,36,4.333333333333333,212,0.6462264150943396,0.3490566037735849,0.0047169811320754715,16.0,12.444444444444445,3.641025641025641,0.011859313799784733
67.8,262.96,36,4.333333333333333,194,0.6597938144329897,0.32989690721649484,0.010309278350515464,4.4,12.444444444444445,3.641025641025641,0.011859313799784733
75.0,339.2,36,4.333333333333333,197,0.6345177664974619,0.34517766497461927,0.02030456852791878,9.4,12.444444444444445,3.641025641025641,0.011859313799784733
76.2,160.56,36,4.333333333333333,206,0.6359223300970874,0.34951456310679613,0.014563106796116505,18.6,12.444444444444445,3.641025641025641,0.011859313799784733
56.0,86.0,36,4.333333333333333,187,0.6363636363636364,0.35294117647058826,0.0106951871657754,13.2,12.444444444444445,3.641025641025641,0.011859313799784733
74.0,180.4,36,4.333333333333333,203,0.6403940886699507,0.3448275862068966,0.014778325123152709,10.4,12.444444444444445,3.641025641025641,0.011859313799784733
67.8,186.16,36,4.333333333333333,202,0.6386138613861386,0.3564356435643564,0.0049504950495049506,8.4,12.444444444444445,3.641025641025641,0.011859313799784733
83.4,89.84,36,4.333333333333333,201,0.6467661691542289,0.3333333333333333,0.01990049751243781,13.2,12.444444444444445,3.641025641025641,0.011859313799784733
77.8,295.36,36,4.333333333333333,190,0.6526315789473685,0.33157894736842103,0.015789473684210527,9.0,12.444444444444445,3.641025641025641,0.011859313799784733
81.0,584.0,36,4.333333333333333,205,0.6487804878048781,0.33658536585365856,0.014634146341463415,11.4,12.444444444444445,3.641025641025641,0.011859313799784733
63.2,244.16000000000003,36,4.333333333333333,185,0.6432432432432432,0.35135135135135137,0.005405405405405406,7.8,12.444444444444445,3.641025641025641,0.011859313799784733
76.0,391.2,36,4.333333333333333,204,0.6421568627450981,0.3382352941176471,0.0196078431372549,9.6,12.444444444444445,3.641025641025641,0.011859313799784733
76.0,578.8,36,4.333333333333333,195,0.6512820512820513,0.3384615384615385,0.010256410256410256,11.8,12.444444444444445,3.641025641025641,0.011859313799784733
67.4,677.4399999999999,36,4.333333333333333,188,0.648936170212766,0.34574468085106386,0.005319148936170213,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
69.0,151.6,36,4.333333333333333,201,0.6417910447761194,0.34328358208955223,0.014925373134328358,19.0,12.444444444444445,3.641025641025641,0.011859313799784733
64.4,612.24,36,4.333333333333333,202,0.6336633663366337,0.3465346534653465,0.019801980198019802,17.4,12.444444444444445,3.641025641025641,0.011859313799784733
69.2,548.5600000000001,36,4.333333333333333,194,0.6443298969072165,0.33505154639175255,0.020618556701030927,11.6,12.444444444444445,3.641025641025641,0.011859313799784733
45.4,349.04,36,4.333333333333333,185,0.6432432432432432,0.34054054054054056,0.016216216216216217,13.6,12.444444444444445,3.641025641025641,0.011859313799784733
71.2,588.1600000000001,36,4.333333333333333,198,0.6363636363636364,0.3434343434343434,0.020202020202020204,10.6,12.444444444444445,3.641025641025641,0.011859313799784733
72.0,186.0,36,4.333333333333333,201,0.6268656716417911,0.35323383084577115,0.01990049751243781,14.8,12.444444444444445,3.641025641025641,0.011859313799784733
66.4,776.64,36,4.333333333333333,206,0.6310679611650486,0.35436893203883496,0.014563106796116505,13.8,12.444444444444445,3.641025641025641,0.011859313799784733
65.8,244.95999999999998,36,4.333333333333333,200,0.645,0.35,0.005,11.6,12.444444444444445,3.641025641025641,0.011859313799784733
79.8,386.96,36,4.333333333333333,206,0.6456310679611651,0.33980582524271846,0.014563106796116505,8.6,12.444444444444445,3.641025641025641,0.011859313799784733
54.6,660.6400000000001,36,4.333333333333333,187,0.6524064171122995,0.34759358288770054,0.0,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
60.4,495.03999999999996,36,4.333333333333333,195,0.6307692307692307,0.358974358974359,0.010256410256410256,3.4,12.444444444444445,3.641025641025641,0.011859313799784733
78.4,178.64,36,4.333333333333333,200,0.66,0.335,0.005,17.2,12.444444444444445,3.641025641025641,0.011859313799784733
69.0,442.0,36,4.333333333333333,194,0.6494845360824743,0.33505154639175255,0.015463917525773196,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
83.8,196.95999999999998,36,4.333333333333333,206,0.6456310679611651,0.33980582524271846,0.014563106796116505,14.2,12.444444444444445,3.641025641025641,0.011859313799784733
64.0,664.0,36,4.333333333333333,194,0.6288659793814433,0.35051546391752575,0.020618556701030927,9.8,12.444444444444445,3.641025641025641,0.011859313799784733
70.2,147.35999999999999,36,4.333333333333333,193,0.6424870466321243,0.34196891191709844,0.015544041450777202,6.0,12.444444444444445,3.641025641025641,0.011859313799784733
61.4,643.8399999999999,36,4.333333333333333,186,0.6290322580645161,0.3602150537634409,0.010752688172043012,4.2,12.444444444444445,3.641025641025641,0.011859313799784733
77.8,221.35999999999999,36,4.333333333333333,202,0.6584158415841584,0.3316831683168317,0.009900990099009901,15.0,12.444444444444445,3.641025641025641,0.011859313799784733
63.6,121.84,36,4.333333333333333,191,0.6335078534031413,0.35602094240837695,0.010471204188481676,11.2,12.444444444444445,3.641025641025641,0.011859313799784733
67.2,332.96000000000004,36,4.333333333333333,189,0.6402116402116402,0.3544973544973545,0.005291005291005291,13.8,12.444444444444445,3.641025641025641,0.011859313799784733
79.8,376.96,36,4.333333333333333,197,0.6395939086294417,0.34517766497461927,0.015228426395939087,12.8,12.444444444444445,3.641025641025641,0.011859313799784733
73.0,146.8,36,4.333333333333333,191,0.6544502617801047,0.33507853403141363,0.010471204188481676,22.0,12.444444444444445,3.641025641025641,0.011859313799784733
58.6,581.8399999999999,36,4.333333333333333,187,0.6524064171122995,0.33689839572192515,0.0106951871657754,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
67.0,152.8,36,4.333333333333333,198,0.6414141414141414,0.3484848484848485,0.010101010101010102,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
68.0,138.0,36,4.333333333333333,203,0.6403940886699507,0.3448275862068966,0.014778325123152709,20.0,12.444444444444445,3.641025641025641,0.011859313799784733
79.0,39.2,36,4.333333333333333,202,0.6386138613861386,0.3465346534653465,0.01485148514851485,16.6,12.444444444444445,3.641025641025641,0.011859313799784733
61.8,274.96000000000004,36,4.333333333333333,204,0.6323529411764706,0.35784313725490197,0.00980392156862745,23.4,12.444444444444445,3.641025641025641,0.011859313799784733
60.0,356.4,36,4.333333333333333,192,0.6354166666666666,0.34375,0.020833333333333332,7.0,12.444444444444445,3.641025641025641,0.011859313799784733
64.6,241.84,36,4.333333333333333,198,0.6515151515151515,0.3383838383838384,0.010101010101010102,11.2,12.444444444444445,3.641025641025641,0.011859313799784733
72.2,264.96000000000004,36,4.333333333333333,200,0.63,0.35,0.02,10.0,12.444444444444445,3.641025641025641,0.011859313799784733
72.2,212.96000000000004,36,4.333333333333333,201,0.6417910447761194,0.34328358208955223,0.014925373134328358,24.4,12.444444444444445,3.641025641025641,0.011859313799784733
73.8,230.16,36,4.333333333333333,206,0.6407766990291263,0.33495145631067963,0.024271844660194174,10.2,12.444444444444445,3.641025641025641,0.011859313799784733
66.0,204.0,36,4.333333333333333,194,0.634020618556701,0.35051546391752575,0.015463917525773196,8.0,12.444444444444445,3.641025641025641,0.011859313799784733
69.8,533.76,36,4.333333333333333,203,0.6354679802955665,0.3448275862068966,0.019704433497536946,16.8,12.444444444444445,3.641025641025641,0.011859313799784733
80.2,273.36,36,4.333333333333333,202,0.6336633663366337,0.33663366336633666,0.0297029702970297,19.2,12.444444444444445,3.641025641025641,0.011859313799784733
84.6,184.23999999999998,36,4.333333333333333,205,0.6536585365853659,0.34146341463414637,0.004878048780487805,18.8,12.444444444444445,3.641025641025641,0.011859313799784733
73.4,406.64000000000004,36,4.333333333333333,204,0.6372549019607843,0.3480392156862745,0.014705882352941176,18.6,12.444444444444445,3.641025641025641,0.011859313799784733
79.6,521.8399999999999,36,4.333333333333333,200,0.65,0.34,0.01,7.8,12.444444444444445,3.641025641025641,0.011859313799784733
79.0,99.2,36,4.333333333333333,194,0.6443298969072165,0.33505154639175255,0.020618556701030927,10.2,12.444444444444445,3.641025641025641,0.011859313799784733
70.4,752.24,36,4.333333333333333,197,0.6446700507614214,0.350253807106599,0.005076142131979695,20.6,12.444444444444445,3.641025641025641,0.011859313799784733
73.6,385.84,36,4.333333333333333,191,0.643979057591623,0.3403141361256545,0.015706806282722512,4.2,12.444444444444445,3.641025641025641,0.011859313799784733
55.2,345.76000000000005,36,4.333333333333333,194,0.6443298969072165,0.34536082474226804,0.010309278350515464,14.8,12.444444444444445,3.641025641025641,0.011859313799784733
63.4,569.0400000000001,36,4.333333333333333,194,0.6443298969072165,0.3402061855670103,0.015463917525773196,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
69.2,85.76000000000002,36,4.333333333333333,198,0.6313131313131313,0.35353535353535354,0.015151515151515152,10.4,12.444444444444445,3.641025641025641,0.011859313799784733
59.8,15.76,36,4.333333333333333,195,0.6307692307692307,0.3435897435897436,0.02564102564102564,12.8,12.444444444444445,3.641025641025641,0.011859313799784733
68.0,331.2,36,4.333333333333333,195,0.6564102564102564,0.3333333333333333,0.010256410256410256,10.0,12.444444444444445,3.641025641025641,0.011859313799784733
66.8,456.55999999999995,36,4.333333333333333,193,0.6424870466321243,0.34196891191709844,0.015544041450777202,12.0,12.444444444444445,3.641025641025641,0.011859313799784733
77.8,525.76,36,4.333333333333333,195,0.6461538461538462,0.3282051282051282,0.02564102564102564,5.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.2,469.76000000000005,36,4.333333333333333,192,0.6302083333333334,0.3645833333333333,0.005208333333333333,9.0,12.444444444444445,3.641025641025641,0.011859313799784733
71.8,472.16,36,4.333333333333333,203,0.6502463054187192,0.3448275862068966,0.0049261083743842365,20.8,12.444444444444445,3.641025641025641,0.011859313799784733
77.6,169.44,36,4.333333333333333,199,0.6633165829145728,0.33668341708542715,0.0,13.4,12.444444444444445,3.641025641025641,0.011859313799784733
65.0,341.6,36,4.333333333333333,194,0.634020618556701,0.34536082474226804,0.020618556701030927,13.2,12.444444444444445,3.641025641025641,0.011859313799784733
70.4,128.24,36,4.333333333333333,206,0.6310679611650486,0.3446601941747573,0.024271844660194174,5.0,12.444444444444445,3.641025641025641,0.011859313799784733
76.2,197.35999999999999,36,4.333333333333333,200,0.64,0.345,0.015,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
73.4,301.03999999999996,36,4.333333333333333,202,0.6386138613861386,0.35148514851485146,0.009900990099009901,5.2,12.444444444444445,3.641025641025641,0.011859313799784733
77.2,688.96,36,4.333333333333333,198,0.6616161616161617,0.3282828282828283,0.010101010101010102,12.0,12.444444444444445,3.641025641025641,0.011859313799784733
72.8,1258.96,36,4.333333333333333,181,0.6077348066298343,0.3812154696132597,0.011049723756906077,2.8,12.444444444444445,3.641025641025641,0.011859313799784733
84.4,227.84,36,4.333333333333333,202,0.6386138613861386,0.3415841584158416,0.019801980198019802,13.0,12.444444444444445,3.641025641025641,0.011859313799784733
71.2,731.36,36,4.333333333333333,193,0.6476683937823834,0.34196891191709844,0.010362694300518135,14.0,12.444444444444445,3.641025641025641,0.011859313799784733
80.4,28.639999999999997,36,4.333333333333333,194,0.634020618556701,0.35051546391752575,0.015463917525773196,10.0,12.444444444444445,3.641025641025641,0.011859313799784733
81.4,509.84,36,4.333333333333333,180,0.6388888888888888,0.35555555555555557,0.005555555555555556,6.4,12.444444444444445,3.641025641025641,0.011859313799784733
66.0,78.8,36,4.333333333333333,197,0.6446700507614214,0.34517766497461927,0.01015228426395939,9.8,12.444444444444445,3.641025641025641,0.011859313799784733
77.8,218.95999999999998,36,4.333333333333333,192,0.6614583333333334,0.328125,0.010416666666666666,3.2,12.444444444444445,3.641025641025641,0.011859313799784733
77.2,295.36,36,4.333333333333333,191,0.643979057591623,0.34554973821989526,0.010471204188481676,6.8,12.444444444444445,3.641025641025641,0.011859313799784733
68.4,533.4399999999999,36,4.333333333333333,181,0.5911602209944752,0.3867403314917127,0.022099447513812154,4.2,12.444444444444445,3.641025641025641,0.011859313799784733
71.0,252.4,36,4.333333333333333,202,0.6287128712871287,0.3564356435643564,0.01485148514851485,17.6,12.444444444444445,3.641025641025641,0.011859313799784733
54.2,206.16000000000003,36,4.333333333333333,188,0.648936170212766,0.34574468085106386,0.005319148936170213,11.2,12.444444444444445,3.641025641025641,0.011859313799784733
64.8,134.56,36,4.333333333333333,193,0.6321243523316062,0.33678756476683935,0.031088082901554404,15.6,12.444444444444445,3.641025641025641,0.011859313799784733
77.4,67.83999999999999,36,4.333333333333333,194,0.6443298969072165,0.3402061855670103,0.015463917525773196,8.8,12.444444444444445,3.641025641025641,0.011859313799784733
72.2,428.96000000000004,36,4.333333333333333,204,0.6372549019607843,0.35294117647058826,0.00980392156862745,11.4,12.444444444444445,3.641025641025641,0.011859313799784733
55.0,580.4,36,4.333333333333333,176,0.6477272727272727,0.3465909090909091,0.005681818181818182,10.6,12.444444444444445,3.641025641025641,0.011859313799784733
59.8,1324.56,36,4.333333333333333,191,0.6387434554973822,0.34554973821989526,0.015706806282722512,10.4,12.444444444444445,3.641025641025641,0.011859313799784733
76.2,93.76,36,4.333333333333333,202,0.6435643564356436,0.33663366336633666,0.019801980198019802,9.8,12.444444444444445,3.641025641025641,0.011859313799784733
65.6,249.84,36,4.333333333333333,198,0.6313131313131313,0.3484848484848485,0.020202020202020204,12.2,12.444444444444445,3.641025641025641,0.011859313799784733
57.2,774.1600000000001,36,4.333333333333333,187,0.6417112299465241,0.34759358288770054,0.0106951871657754,11.0,12.444444444444445,3.641025641025641,0.011859313799784733
62.4,125.44000000000001,36,4.333333333333333,193,0.6373056994818653,0.35233160621761656,0.010362694300518135,8.8,12.444444444444445,3.641025641025641,0.011859313799784733
71.2,647.76,36,4.333333333333333,182,0.6318681318681318,0.3516483516483517,0.016483516483516484,6.4,12.444444444444445,3.641025641025641,0.011859313799784733
75.2,312.56000000000006,36,4.333333333333333,195,0.6615384615384615,0.3282051282051282,0.010256410256410256,8.2,12.444444444444445,3.641025641025641,0.011859313799784733
75.2,411.76000000000005,36,4.333333333333333,196,0.6581632653061225,0.336734693877551,0.00510204081632653,17.4,12.444444444444445,3.641025641025641,0.011859313799784733
73.2,840.5600000000001,36,4.333333333333333,189,0.6402116402116402,0.3439153439153439,0.015873015873015872,8.6,12.444444444444445,3.641025641025641,0.011859313799784733
69.2,637.36,36,4.333333333333333,194,0.6494845360824743,0.3402061855670103,0.010309278350515464,7.2,12.444444444444445,3.641025641025641,0.011859313799784733
